AKey,Name,Aliases,Affiliation,Country,Website
A1300127,Laura Ricci,,University of Pisa,Italy,http://www.di.unipi.it/~ricci/
A1300153,Liang Lin,,,,
A1300206,Amy Hurst,Amy K. Hurst,University of Maryland,USA,http://hcc.umbc.edu/people/faculty/amy_hurst/
A1300213,Zhongyuan Wang,,,,
A1300379,Paul F. Uhlir,,,,
A1300411,Yong Shi,,,,
A1300443,Hsin-Hsi Chen,,,,
A1300495,Xiangyu Chen,,,,
A1300597,Jeongwoo Ko,,,,
A1300606,Alexander Tsiatas,,,,
A1300630,Guillaume Bouchard,,,,
A1300697,Dan Feldman,,,,
A1300728,Radu Stoica,,,,
A1300883,Tyne Liang,,,,
A1300918,Jie Zhang 0049,,Adobe,USA,https://orcid.org/0000-0003-0242-8812
A1300991,Feng Pan,,,,
A1301002,Zhixiang Eddie Xu,,,,
A1301003,Min-Ling Zhang,,,,
A1301026,Mark Last,,Ben Gurion University,Israel,http://www.ise.bgu.ac.il/faculty/mlast/
A1301067,Upkar Varshney,,,,
A1301078,Jiangfeng He,,,,
A1301088,Sharat Chikkerur,,,,
A1301111,Vess Johnson,,,,
A1301114,Sandra Carberry,,,,
A1301194,Taiga Nakamura,,,,
A1301369,Guo Yan,,,,
A1301384,Mário S. Alvim,Mário Sérgio Alvim,Federal University of Minas Gerais,Brazil,https://orcid.org/0000-0002-4196-7467
A1301390,Cyril Furtlehner,,,,
A1301402,Elena Demidova,,L3S Research Center,Germany,https://demidova.wordpress.com/
A1301427,Mahyar Salek,,,,
A1301489,Nicandro Cruz-Ramírez,,,,
A1301516,Seth Gilbert,Seth Lewis Gilbert,National University of Singapore,Singapore,http://www.comp.nus.edu.sg/~gilbert/
A1301520,Shuiwang Ji,,Old Dominion University,USA,
A1301541,Suan Khai Chong,,,,
A1301674,David Costanzo,,,,
A1301806,Xiaofeng Ren,,,,
A1301872,Pan Zhou,,,,
A1302044,Zhixin Zhou,,,,
A1302051,Tridib Mukherjee,,,,
A1302210,Shuxin Li,,,,
A1302255,Huahua Wang,,,,
A1302284,Xing Jiang,,,,
A1302287,Erik Saule,,,,
A1302369,Eirini Spyropoulou,,,,
A1302439,Huacheng Yu,,,,
A1302493,Suppawong Tuarob,,,,
A1302495,Miguel A. Martínez-Prieto,,,,https://orcid.org/0000-0003-4418-561X
A1302506,Michael Steyn,,,,
A1302538,Dong Hyun Jeong,,,,
A1302543,Joos C. A. M. Buijs,,Eindhoven University of Technology,The Netherlands,http://www.win.tue.nl/~jbuijs/
A1302599,Masoud Ardakani,,,,
A1302640,Tan Xu,,,,
A1302649,Arnaud Soulet,,Université de Tours,France,http://www.info.univ-tours.fr/~soulet/
A1302736,Yong Wang,,,,
A1302811,Raimundas Matulevicius,,University of Tartu,Estonia,https://www.ut.ee/en/raimundas-matulevicius
A1302832,Pedro G. Campos,,,,
A1302860,Xinyi Chen,,,,
A1302887,Yuen-Hsien Tseng,,,,
A1302919,Ruchir Puri,,,,
A1303037,Jie Zhang 0002,,Nanyang Technological University,Singapore,http://www.ntu.edu.sg/home/zhangj/
A1303052,Jianji Wang,,,,
A1303209,Edimar Manica,,,,
A1303218,Peter Likarish,,,,
A1303282,Lars Dannecker,,Dresden University of Technology,Germany,http://wwwdb.inf.tu-dresden.de/team/external-members/dipl-medien-inf-lars-dannecker/
A1303464,Peng He,,,,
A1303509,Fei Shao,,,,
A1303557,Jie Zhang 0012,,Fudan University,China,
A1303579,Rubao Li,,,,
A1303608,Jonathan K. Kummerfeld,,,,
A1303623,Matthias Fischer 0002,,Darmstadt University of Technology,Germany,http://www.winf.tu-darmstadt.de/team_16/wissenschaftlichemitarbeiter_2/matthiasfischer/matthiasfischer_1.de.jsp
A1303777,Jinyoung Kim,,,,
A1303841,Jialiang Li,,,,
A1303847,Aleksandar Matic,,,,
A1303915,Michael Stewart,,,,
A1303962,Yue-Fei Guo,,,,
A1303984,Jun'ichi Tatemura,,,,
A1304000,Yu Jing,,,,
A1304035,Nan Li,,,,
A1304112,Nan Han,,,,
A1304128,Kevin McCarthy,,,,
A1304285,Muhammad Idris,,,,
A1304320,Kohei Hayashi,,,,
A1304354,Chiao-Wen Liu,,,,
A1304372,Peng Xu,,,,
A1304379,Maleq Khan,,Virginia Tech,USA,http://staff.vbi.vt.edu/maleq/
A1304393,Noshir S. Contractor,Noshir Contractor,Northwestern University,USA,http://nosh.northwestern.edu/
A1304408,Kyong-Ha Lee,,,,https://orcid.org/0000-0001-6929-0825
A1304453,Peter Retzlaff,,,,
A1304526,Boris Otto,,,,
A1304541,Chris Mesterharm,,,,
A1304561,Chris Greenhalgh,,,,https://orcid.org/0000-0003-3483-2422
A1304718,Chiara Renso,,National Research Council,Italy,http://www-kdd.isti.cnr.it/chiara/
A1304764,Daniel Kifer,Dan Kifer,Pennsylvania State University,USA,http://www.cse.psu.edu/~duk17/
A1304859,Hao Zhuang,,,,
A1304888,Minji Wu,,,,
A1304930,Ting Yao,,,,
A1304942,Alex Cheng,,,,
A1305010,Daniel Widmer,,,,
A1305027,Yong Wang 0009,,Chongqing University,China,https://orcid.org/0000-0002-5247-043X
A1305084,Wu Ye,,,,
A1305173,Fei Wu 0007,,Pennsylvania State University,USA,http://www.personal.psu.edu/~fxw133/
A1305268,Gann Bierner,,,,
A1305281,Wentao Robin Ouyang,,,,
A1305288,Pei Liu,,,,
A1305316,Chad Whipkey,,,,
A1305382,Dian-Hui Chu,,,,
A1305417,Robson L. F. Cordeiro,Robson Leonardo Ferreira Cordeiro,University of São Paulo,Brazil,http://www.icmc.usp.br/~robson/
A1305424,Michael Menzel 0002,,Karlsruhe Institute of Technology,Germany,
A1305431,Ninh Pham,,,,
A1305472,Georgios Gratsias,,,,
A1305641,Ashwin Lall,,,,
A1305736,Eduardo Valle,Eduardo Alves do Valle Jr.,,,
A1305745,Fei Wu 0004,,Nanjing University of Posts and Telecommunications,China,https://orcid.org/0000-0001-5498-4947
A1305846,Dennis K. J. Lin,,,,
A1305852,Ge Chen,,,,
A1305855,Stephen J. Lukasik,,,,
A1305872,Yifeng Gao,,,,
A1305883,Maria Hadjigeorgieva,Maria Tzoneva-Hadjigeorgieva,,,
A1305894,Andreas Koch 0001,,Darmstadt University of Technology,Germany,http://www.esa.informatik.tu-darmstadt.de/twiki/bin/view/Staff/AndreasKochDe.html
A1305906,Hanna Mazzawi,,,,
A1305981,Jinbao Wang,,,,
A1305999,Inci Cetindil,,,,
A1306030,Arijit Ukil,,,,
A1306074,Ali Hadian 0001,,Imperial College London,United Kingdom,
A1306086,Joemon M. Jose,,University of Glasgow,United Kingdom,http://www.dcs.gla.ac.uk/~jj/
A1306106,Zhong Ming 0001,Ming Zhong 0003,Shenzhen University,China,https://www.researchgate.net/profile/Zhong_Ming2
A1306141,Paul Thomas 0001,,CSIRO,Australia,
A1306425,Jitao Sang,,,,
A1306457,Seungwon Shin,,,,
A1306530,Pinghui Wang,,,,
A1306632,Donatella Gubiani,,,,
A1306670,Orestis Kostakis,,,,
A1306681,Jennifer Mankoff,,Carnegie Mellon University,USA,http://makeabilities.org/people/jen-mankoff/
A1306701,Yossi Gilad,,,,
A1306702,R. Luke DuBois,Roger Luke DuBois,,,http://www.lukedubois.com/
A1306738,Qilong Han,,,,
A1306741,Francisco Andrade 0001,Francisco Pacheco de Andrade:Francisco C. P. Andrade,Universidade do Minho Law School,Portugal,http://www.jusgov.uminho.pt/investigadores/francisco-andrade/
A1306756,Haifeng Liu,,,,
A1306879,Fei Zhou,,,,
A1306898,Suleyman Cetintas,,,,
A1306951,Andreas Lehmann 0001,,University of Rostock,Germany,http://www.informatik.uni-rostock.de/tpp/staff/al.htm
A1307032,Eduardo M. Barbosa,,,,
A1307057,Alexander K. Hudek,,,,
A1307075,Zhiqi Zhang,,,,
A1307176,Jon Iturrioz,,,,
A1307192,Nan Wang,,,,
A1307223,César A. Galindo-Legaria,,,,
A1307253,Clayton T. Morrison,Clayton Thomas Morrison,,,
A1307305,Xiao Fang,,,,
A1307307,Weixun Wang,,,,
A1307438,Evgeniy Gabrilovich,,Google,USA,https://dl.acm.org/profile/81100099117
A1307454,Sébastien Fournier,,,,
A1307529,Bongwon Suh,,,,
A1307535,Cécile Amblard,,,,
A1307635,Shaojie Tang,,,,
A1307707,Tasos Anastasakos,Anastasios Anastasakos,,,
A1307716,Tobias Kuhn,,,,https://scholar.google.com/citations?user=26_NNqEAAAAJ
A1307769,Ruoyi Jiang,,,,
A1307773,Avinash Malik,,,,
A1307780,Shiqi Zhao,,,,
A1307953,T. Warren Liao,Thunshun W. Liao,Louisiana State University,USA,
A1308067,Mehdi Samadi,,,,
A1308098,Tsutomu Hirao,,,,
A1308146,K. J. Ray Liu,Kuo J. R. Liu:Kuo J. Ray Liu,University of Maryland,USA,http://www.cspl.umd.edu/kjrliu/
A1308153,Thomas Legrand,,,,
A1308194,Stella Kopidaki,,,,
A1308205,Tianming Zhang,,,,
A1308237,Abdun Naser Mahmood,,,,
A1308312,Qing Zhang,,,,
A1308322,Yichao Lu,,,,
A1308429,Jennifer L. Leopold,Jennifer Leopold,,,
A1308441,Suman Kalyan Bera,Suman K. Bera,Dartmouth College,USA,https://scholar.google.com/citations?user=tZjen7YAAAAJ
A1308458,Wen Hua,,,,
A1308569,Szymon Grabowski,,,,
A1308574,Yuxin Wang,,,,
A1308633,Zhi Qiao,,,,
A1308699,Maria Amalfi,,,,
A1308728,Christopher G. Harris 0001,,University of Iowa,USA,http://cs.oswego.edu/~chris/
A1308741,Yafang Wang,,,,
A1308877,Yufei Huang,,,,
A1308914,Rahul Goyal,,,,
A1308923,Hoang Trinh,,,,
A1308946,Nasir Ali,,,,
A1309092,Minh-Duc Pham,,CWI,The Netherlands,http://homepages.cwi.nl/~duc/
A1309117,Xiangying Chen,,,,
A1309197,Jeffrey T. Hancock,Jeff T. Hancock,Stanford University,USA,https://comm.stanford.edu/faculty-hancock/
A1309200,Özer Özdikis,Ozer Ozdikis,,,
A1309231,Souvik Ghosh,,,,
A1309424,Cheng Luo 0001,,Tsinghua University,China,http://www.thuir.cn/group/~chengluo/
A1309442,Lee Yang,,,,
A1309464,Zhi Yin 0002,,Ningbo University of Technology,China,
A1309549,Nikolaos D. Doulamis,Nikolaos Doulamis:Nikos Doulamis,,,
A1309609,Bor-Yuh Evan Chang,,,,
A1309680,Michael Feldman,,,,
A1309691,Yongjun Chen,,,,
A1309696,Alexander Ilic,,,,
A1309821,Anirban Banerjee,,,,
A1309841,Robert C. Green II,Robert Green 0001,Bowling Green State University,USA,http://rgreen13.gitlab.io/
A1309853,Himabindu Lakkaraju,,,,
A1309858,Haiyong Wang,,,,
A1309960,Chongyang Shi,,,,
A1309984,Anna Shtok,,,,
A1310013,Komal Kapoor,,,,
A1310050,Stephen J. Maine,,,,
A1310064,Bob Toxen,,,,
A1310065,Victor Andrei,,,,
A1310163,Jerzy Tyszkiewicz,,,,
A1310190,Luca P. Carloni,,Columbia University,USA,http://www.cs.columbia.edu/~luca/
A1310198,Weiwei Chen 0003,,Rutgers University,USA,https://sites.google.com/site/chenwresearch/
A1310271,Davor Svetinovic,,,,
A1310364,Zenglin Xu,,,,https://orcid.org/0000-0001-5550-6461
A1310389,Ning Gu,,,,
A1310398,Jia-Ling Koh,,,,
A1310400,Lei Wu,,,,
A1310465,Pablo Loyola,,,,
A1310466,Lianghong Xu,,,,
A1310468,Jilei Tian,,,,
A1310530,Xinyu Wang 0006,,University of Texas at Austin,USA,
A1310665,Alpa Jain,,,,
A1310819,Iead Rezek,,,,
A1310975,Jianhua Yin,,,,
A1310978,Kurt Thomas,,,,https://scholar.google.com/citations?user=EPJhjsoAAAAJ
A1310987,Jun Wei 0001,,Chinese Academy of Sciences,China,
A1311058,Jason J. Corso,,,,
A1311070,Vidit Jain,,,,
A1311098,Daniele Broccolo,,,,
A1311131,Antonella Longo,,,,
A1311140,Mukund Sundararajan,,,,
A1311148,Fabian Gieseke,,,,https://orcid.org/0000-0001-7093-5803
A1311206,Franca Garzotto,,,,
A1311281,Weijia Xu,,,,
A1311296,Daniel de Oliveira 0001,Daniel C. M. de Oliveira:Daniel Cardoso Moraes de Oliveira,Fluminense Federal University,Brazil,http://www2.ic.uff.br/~danielcmo/
A1311361,Dawit Yimam Seid,Dawit Yimam,,,
A1311367,Xin Jin 0010,,UC,USA,
A1311476,Kyesan Lee,,,,
A1311495,Mohammad Fathian,Mohammad Fathian Brojeny,,,
A1311498,William G. Hanley,,,,
A1311651,James Evans,,,,
A1311704,Michael M. Kazhdan,Michael Kazhdan:Misha Kazhdan,Johns Hopkins University,USA,http://www.cs.jhu.edu/~misha/
A1311728,Xin Jin 0008,,Johns Hopkins University,USA,https://www.cs.jhu.edu/~xinjin/
A1312047,Angelo Montanari,,University of Udine,Italy,https://users.dimi.uniud.it/~angelo.montanari/index.php
A1312129,Weihui Dai,,,,
A1312249,Suleyman Serdar Kozat,,Koç University,Turkey,http://home.ku.edu.tr/~skozat/
A1312261,Hongyuan Ma,,,,
A1312269,Asbjørn Følstad,,,,
A1312334,Alin Dobra,,,,
A1312434,François Petitjean,,,,http://www.francois-petitjean.com/
A1312501,Kazuhiro Seki,,,,
A1312523,Mark Stevenson,,,,
A1312618,David H. Stern,,,,
A1312657,Alessandro Colantonio,,Johannes Kepler University of Linz,Austria,https://www.se.jku.at/alessandro-colantoni/
A1312681,J. Enrique Muñoz Expósito,José Enrique Muñoz Expósito,,,https://orcid.org/0000-0002-7483-2964
A1312798,Chris Newell,,,,
A1312880,Benjamin Fabian,,,,
A1312887,Irene Zhang,,,,
A1312953,Rachel Pottinger,,University of British Columbia,Canada,http://www.cs.ubc.ca/~rap/
A1313033,Esteban Guerrero,,,,
A1313076,Rong Liu,,,,
A1313131,Nathan Griffiths,,,,
A1313240,Qingming Huang,,,,https://orcid.org/0000-0001-7542-296X
A1313256,Yu Cao,,,,
A1313281,Floriana Esposito,,University of Bari Aldo Moro,Italy,http://lacam.di.uniba.it:8000/people/FlorianaEsposito.html#Pubblicazioni
A1313322,Zhanwei Wang,,,,
A1313332,Alexandros Kalousis,,,,https://orcid.org/0000-0001-9734-195X
A1313543,Ying Shan,,,,
A1313550,Aykan Aydin,,,,
A1313556,Norman Au,,,,
A1313557,Rong N. Chang,,,,
A1313590,Song Lin,,,,
A1313611,Long Wang,,,,
A1313678,Luiz Olavo Bonino da Silva Santos,,,,https://orcid.org/0000-0002-1164-1351
A1313683,Konstantinos Psounis,,University of Southern California,USA,https://orcid.org/0000-0002-6342-1078
A1313714,Christophe Billiet,,,,
A1313722,Ekaterini Ioannou,,,,
A1313726,Yanqing Chen,,,,
A1313858,Cibele Freire,Cibele Matos Freire,University of Massachusetts Amherst,USA,https://people.cs.umass.edu/~cibelemf/
A1313895,Xin Jin 0004,,Huawei,China,https://orcid.org/0000-0001-7394-0210
A1313896,Enela Pema,,,,
A1313971,Claudio Gennaro,,,,
A1313989,Boudewijn F. van Dongen,,Eindhoven University of Technology,The Netherlands,http://www.tue.nl/en/university/departments/mathematics-and-computer-science/the-department/staff/detail/ep/e/d/ep-uid/19981149/
A1314101,Chien-Cheng Chen,,,,
A1314167,Jinhua Fu,,,,
A1314217,Dimitris Askounis,Dimitrios Askounis,,,
A1314218,Limin Wang,,,,
A1314244,Dipasree Pal,,,,
A1314245,Cheng Luo,,,,
A1314268,Zhendong Mao,,,,
A1314280,Konstantin Kutzkov,,,,
A1314314,Robert Fink,,,,
A1314355,Srinath T. V. Setty,,,,
A1314372,Thierson Couto,Thierson Couto Rosa:Thierson Rosa,,,
A1314501,Jing Jiang 0001,,Singapore Management University,Singapore,http://www.mysmu.edu/faculty/jingjiang/default.htm
A1314628,Ana García-Fornes,,,,
A1314695,Nick Pendar,,,,
A1314709,Yu Cao 0001,,Arizona State University,USA,
A1314714,Guiomar Corral,,,,
A1314718,Jun Sun,,,,
A1314765,Yang Wan,,,,
A1314805,Jeff Huang 0002,,Brown University,USA,http://jeffhuang.com/
A1314843,Mukund Deshpande,,,,
A1314969,Bottyán Németh,,,,
A1315004,Zhiwei Zhang,,,,
A1315115,Raju Balakrishnan,,,,
A1315134,Dionysios Logothetis,,,,
A1315216,Hong Yan 0001,,City University of Hong Kong,Hong Kong,http://www.ee.cityu.edu.hk/~hpyan/
A1315217,Robert Mee,,,,
A1315238,Xin Zhao,,,,
A1315267,Xingwu Liu,,,,
A1315401,Bernhard Jäcksch,Bernhard Jaecksch,,,
A1315464,William Keenan,,,,
A1315494,Taowei David Wang,,,,
A1315529,James Biagioni,,,,
A1315540,Jing Jiang 0002,,University of Technology Sydney,Australia,https://www.uts.edu.au/staff/jing.jiang
A1315549,Sumit Chopra,,,,
A1315619,Jason Cho,,,,
A1315670,Vera Zaychik Moffitt,,,,
A1315703,Yiwen Zhu,,,,
A1315746,Paul J. Turner,,,,
A1315775,Seunghyun Yoon 0002,,Seoul National University,South Korea,
A1315799,Stefano Stefani,,,,
A1315802,Bridget Spitznagel,,,,
A1315804,Qing Zhang 0001,,The Australian E health Research Centre,Australia,
A1315876,David Cash,,,,
A1315957,Milan Zdravkovic,,,,https://orcid.org/0000-0002-4141-2058
A1316006,Xin Jin 0001,,PayPal,USA,
A1316010,Xin Jin,,,,
A1316022,Matti Tedre,,,,
A1316030,Matthieu Cord,,,,
A1316038,Aleksandar Stupar,,,,http://qid3.mmci.uni-saarland.de/people/aleksandar.html
A1316153,Dayou Zhou,,,,
A1316189,Fábio Figueiredo,,,,
A1316247,Sindhu Raghavan,,,,
A1316264,Fatiha Souam,,,,
A1316333,Jayanta Mondal,,,,
A1316343,Frada Burstein,,,,
A1316408,Lars Backstrom,,,,
A1316491,Tahmineh Sanamrad,,,,
A1316550,John Quackenbush,,Dana Farber Cancer Institute,USA,https://en.wikipedia.org/wiki/John_Quackenbush
A1316617,Joshua D. Batson,,,,
A1316619,Goreti Marreiros,,,,https://orcid.org/0000-0003-4417-8401
A1316642,Vu Nguyen 0001,Tien-Vu Nguyen,University of Oxford,United Kingdom,https://ntienvu.github.io/
A1316648,Neil A. Ernst,,Carnegie Mellon University,USA,http://neilernst.net/
A1316671,Jelani Nelson,,UC,USA,https://people.eecs.berkeley.edu/~minilek/
A1316679,Diego Seco,,,,
A1316748,Yinghai Lu,,,,
A1316767,Pascal Poncelet,,,,
A1316782,Paul L. Delamater,,,,
A1316795,Stephan Kessler,,,,
A1316849,Tetsuo Sakaguchi,,,,
A1316958,Hans Wortmann,Johan C. Wortmann:John C. Wortmann,University of Groningen,The Netherlands,http://www.rug.nl/staff/j.c.wortmann/research
A1317222,John A. Gamon,,,,
A1317288,Silviu Cucerzan,Silviu-Petru Cucerzan,Microsoft,USA,http://research.microsoft.com/en-us/people/silviu/
A1317342,Fengjiao Wang,,,,
A1317426,Alex D. Leow,,,,https://orcid.org/0000-0002-5660-8651
A1317476,Ahmad Noraziah,Noraziah Ahmad,University Malaysia Pahang,Malaysia,https://scholar.google.com/citations?user=DmUsEgQAAAAJ
A1317518,Rajiv Ranjan,,,,
A1317523,Pin-Chieh Sung,,,,
A1317630,Sebastian Arming,,,,
A1317639,Lexing Ying,,,,
A1317680,Rodolphe Jenatton,,,,
A1317682,Francesco Serafino 0002,,University of Bari Aldo Moro,Italy,http://www.di.uniba.it/~serafino/
A1317727,Deshi Ye,,,,
A1317768,Yue Shen,,,,
A1317787,Sandhya Kunnatur,,,,
A1317789,Oleg Burdakov,Oleg P. Burdakov,Linköping University,Sweden,https://orcid.org/0000-0003-1836-4200
A1317802,Chunyan Feng,,,,
A1317857,Supiti Buranawatanachoke,,,,
A1317915,Emily B. Fox,,University of Washington,USA,http://www.stat.washington.edu/~ebfox/
A1317917,Zhao Meng,,,,
A1317994,Yi Ou,,,,
A1318038,Iti Chaturvedi,,,,
A1318114,Vaidyanathan Vishal,,,,
A1318124,Fusang Zhang,,,,
A1318125,Yu-Keng Shih,,,,
A1318176,Xufa Wang,,,,
A1318182,Yongping Yang,,,,
A1318202,Kimberly C. Claffy,kc claffy,UC,USA,http://www.caida.org/~kc/
A1318219,Wei Niu,,,,
A1318482,Bruce D. McCullough,B. D. McCullough,Drexel University,USA,https://orcid.org/0000-0002-6034-9170
A1318593,Jin Liang,,,,
A1318597,M. G. Michael,,,,
A1318628,Christof Bornhövd,,,,
A1318638,Pern Hui Chia,,,,
A1318795,John Russell,,,,
A1318863,Guy Feigenblat,,,,
A1318892,Steffen Stadtmüller,,Karlsruhe Institute of Technology,Germany,http://www.aifb.kit.edu/web/Steffen_Stadtm%C3%BCller
A1318896,Mark Cieliebak,,,,
A1318969,Arindam Pal 0001,,Data61,Australia,http://www.cse.iitd.ac.in/~arindamp/
A1319021,Yunhua Hu,,,,
A1319085,Swaminathan Sankararaman,,,,
A1319153,Michele Vescovi,,,,
A1319205,Johannes Lorey,,,,
A1319228,Peter Haider,,,,
A1319526,Yong Cheng,,,,
A1319602,Yuhong Guo,,,,
A1319639,Sebastian Seifert,,,,
A1319711,Yanru Wang,,,,
A1319718,Supratik Chakraborty,,IIT Bombay,India,https://en.wikipedia.org/wiki/Supratik_Chakraborty
A1319722,Jungho Lee,,,,
A1319727,Birger Larsen,,Aalborg University,Denmark,http://personprofil.aau.dk/profil/130844
A1319728,Yoshitaka Masutani,,,,
A1319852,Changxin Liu,,,,
A1319858,Byung-Gon Chun,,,,
A1319873,Mingzhu Zhu,,,,
A1319893,Michi Mutsuzaki,,,,
A1319910,Andrew B. Gardner,,,,
A1319979,Moisés G. de Carvalho,,,,
A1320036,Anindya Neogi,,,,
A1320046,Sheng-sheng Wang,,,,
A1320086,Harsh Singh,,,,
A1320171,Marian-Andrei Rizoiu,,,,https://orcid.org/0000-0003-0381-669X
A1320175,Ping Liu,,,,
A1320210,Scott Shenker,,UC,USA,http://www.eecs.berkeley.edu/Faculty/Homepages/shenker.html
A1320345,Robert F. Sproull,Bob Sproull,,,
A1320382,Piotr Hofman,Piotrek Hofman,,,https://orcid.org/0000-0001-9866-3723
A1320389,Yusuke Tanaka 0002,,NTT Service Evolution Laboratories,Japan,https://scholar.google.com/citations?user=leMnxA4AAAAJ
A1320486,Petar Jovanovic 0001,,Universitat Politècnica de Catalunya,Spain,https://orcid.org/0000-0003-4635-6646
A1320586,Nico Herzberg,,,,
A1320594,Gueorgi Kossinets,,,,
A1320604,Genaína Nunes Rodrigues,,,,http://www.cic.unb.br/~genaina/
A1320611,Mario Cataldi,,,,http://www.ai.univ-paris8.fr/~cataldi/
A1320810,Tim Oates,,,,
A1320811,Ming Gong,Min Gong,,,
A1320838,Abhinav Mishra,,,,
A1320871,Mario Kießling,,,,
A1320957,Mohan Yang,,,,
A1320958,Simon Gog,,Karlsruhe Institute of Technology,Germany,http://algo2.iti.kit.edu/gog/homepage/index.html
A1320967,Donald J. Patterson,,UC,USA,http://www.ics.uci.edu/~djp3
A1320971,Robert Moskovitch,,,,
A1321051,Kailong Chen,,,,
A1321060,Joshua Mason,,,,
A1321156,William Hartmann,,,,
A1321195,Sofian Maabout,,,,
A1321230,Alexander Lerch 0001,Alex Lerch 0001,Georgia Institute of Technology,USA,https://www.alexanderlerch.com
A1321251,Kuiyu Chang,,,,
A1321335,Huiyuan Zhang,,,,
A1321487,Minqing Hu,,,,
A1321659,Bo Jiang,,,,
A1321739,Davide Buscaldi,,,,
A1321805,Yanfei Lv,,,,
A1321888,Charlie Curtsinger,,,,
A1321924,Yingqin Gu,,,,
A1321991,Dan Pelleg,,,,
A1322182,Farnoush Banaei Kashani,,University of Colorado Denver,USA,http://cse.ucdenver.edu/~farnoush/
A1322213,Ying Kang,,,,
A1322273,Guodong Long,,,,
A1322321,Jiahao Wang,,,,
A1322329,Xiaoshi Yin,,,,
A1322336,David Gondek,,,,
A1322415,Yusuke Tanaka,,,,
A1322443,Satoshi Morinaga,,,,
A1322457,Changzheng He,,,,
A1322513,Haiqing Chen,,,,
A1322551,Ines Färber,,,,
A1322699,Xiangfu Meng,,,,
A1322707,Sungsu Lim,,,,
A1322935,Yu Li,,,,
A1322979,Yevgeny Seldin,,,,
A1323053,Jean-Philippe Peyrache,,,,
A1323076,Bernard Wong,,,,
A1323128,Yue Hu,,,,
A1323146,Oren Sar Shalom,,,,
A1323153,Shahin Mohammadi,,,,
A1323185,Abbas Ahmadi,,,,
A1323191,John P. Pollak,,,,
A1323219,Yihong Eric Zhao,,,,
A1323257,Cody Buntain,Cody L. Buntain,,,
A1323276,Dong Wei,,,,
A1323296,Claudia Perlich,,Dstillery,USA,https://sites.google.com/site/claudiaperlich/
A1323342,Shanshan Zhang,,,,
A1323361,Mathieu Sinn,,,,
A1323431,Martin Hirzel,,,,
A1323459,Pedram Pedarsani,,,,
A1323522,Suzanne A. Pierce,,,,
A1323549,David Silver,,,,
A1323562,Lars Michael Kristensen,,Western Norway University of Applied Sciences,Norway,http://home.hib.no/ansatte/lmkr/
A1323585,Bian Wu,,,,
A1323610,Hila Becker,,,,
A1323744,Chin-Teng Lin,,University of Technology Sydney,Australia,https://www.uts.edu.au/staff/chin-teng.lin
A1323745,Vo Thi Ngoc Chau,Thi Ngoc Chau Vo,,,
A1323773,Arkaitz Zubiaga,,University of Warwick,United Kingdom,http://www.zubiaga.org/
A1323940,Hong-Bin Shen,,,,
A1323982,Zhipeng Huang 0001,,University of Hong Kong,Hong Kong,https://i.cs.hku.hk/~zphuang/
A1324008,Jungwoo Lee,,,,
A1324029,Haijing Wang,,,,
A1324083,Shandian Zhe,,,,
A1324085,Illah R. Nourbakhsh,Illah Reza Nourbakhsh,Carnegie Mellon University,USA,http://www.cs.cmu.edu/~illah/
A1324180,Ryan O'Donnell,,Carnegie Mellon University,USA,
A1324209,Stijn Verstichel,,,,
A1324360,Argimiro Arratia,Argimiro Arratia Quesada:Argimiro Alejandro Arratia Quesada,Universitat Politécnica de Catalunya,Spain,https://www.cs.upc.edu/~argimiro/
A1324365,Jingrui He,,,,
A1324421,Xuan Wang,,,,
A1324453,Kleanthis-Nikolaos Kontonasios,,,,
A1324489,Peter Clark,,,,http://peterc.people.allenai.org/
A1324552,Sami Faïz,,Higher Institute of Multimedia Arts of Manouba,Tunisia,http://samifaiz.com/eng/
A1324676,Wen-Huang Cheng,Weng-Huang Cheng,,,
A1324723,Xiang-Fei Jia,,,,
A1324773,Richard Zanibbi,,Rochester Institute of Technology,USA,http://www.cs.rit.edu/~rlaz/
A1324786,Dilip Krishnaswamy,,,,https://sites.google.com/site/dilip1/
A1324822,Nikolaos Tziortziotis,,,,
A1324837,Brian Cooper,,,,
A1324896,Minh Thap Nguyen,,,,
A1324899,Daniel Dai,,,,
A1324940,Qiang Zhu 0002,,UC,USA,http://www.cs.ucr.edu/~qzhu/
A1325047,Yue Hu 0002,,Chinese Academy of Sciences,China,
A1325143,Alberto Siena,,,,
